Name,OK 43.32,,,,,,,,,
2,300-650,32-44,15-Apr,3.2-12.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 12.58,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.074,1.05,0.55,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.6,30-100,15-20,5.5-13,0.7-1.7,,,,,,
0.8,60-200,18-24,3.2-10,0.8-3,,,,,,
0.9,70-250,18-26,12-Mar,0.9-3.6,,,,,,
1,80-300,18-32,2.7-15,1-5.6,,,,,,
1.2,120-380,18-34,2.5-15,1.3-8,,,,,,
1.6,225-550,28-38,2.3-12,2.1-11.4,,,,,,
,,,,,,,,,,
Name,OK Autrod 12.64,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.074,1.68,0.95,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-185,18-24,3.2-10,0.8-2.5,,,,,,
0.9,70-250,18-26,12-Mar,0.8-3.3,,,,,,
1,80-300,18-32,2.7-15,1-5.5,,,,,,
1.2,120-380,18-35,2.3-15,1.2-8,,,,,,
1.4,150-420,22-36,2.5-12,1.7-8.5,,,,,,
1.6,120-380,18-35,2.3-15,1.2-8,,,,,,
2,120-380,18-35,2.3-15,1.2-8,,,,,,
,,,,,,,,,,
Name,FILARC PZ6000,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.078,1.46,0.85,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.6,30-100,15-20,5.5-13,0.7-1.7,,,,,,
0.8,60-200,18-24,3.2-13,0.8-3.0,,,,,,
0.9,70-250,18-26,3.0-12,0.9-3.6,,,,,,
1,80-300,18-32,2.7-15,1.0-5.6,,,,,,
1.2,120-380,18-34,2.5-15,1.3-8.0,,,,,,
,,,,,,,,,,
Name,Pipeweld 70S-6 Plus,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.078,1.46,0.85,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-180,18-22,3.2-11,0.8-2.6,,,,,,
1,80-250,18-30,2.7-13,1-4.8,,,,,,
1.2,120-330,18-34,2.3-13,1.3-6.9,,,,,,
,,,,,,,,,,
Name,OK AristoRod 13.08,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.098,1.78,0.6,0.05,0.04,0.47,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,40-170,16-22,2-10.8,0.4-2.6,,,,,,
0.9,70-280,18-28,2.7-14.7,1-5.4,,,,,,
1,90-300,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.10-12,3.3-11.6,,,,,,
,,,,,,,,,,
Name,OK AristoRod 13.09,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.094,1.09,0.61,0.04,0.07,0.45,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,40-170,16-22,2-10.8,0.4-2.6,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.10-12,3.3-11.6,,,,,,
,,,,,,,,,,
Name,OK AristoRod 13.12,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.11,1,0.65,0.02,1.18,0.42,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.1-12,3.3-11.6,,,,,,
,,,,,,,,,,
Name,OK AristoRod 13.16,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.1,0.4,0.5,0.1,1.3,0.5,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK AristoRod 13.22,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.07,1,0.65,0.1,2.45,1,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-280,18-28,2.7-14.7,1.0-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.1-8.1,3.3-0,,,,,,
,,,,,,,,,,
Name,OK AristoRod 13.26,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,,,
wt%,0.095,1.32,0.8,0.84,0.12,0.02,0.3,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.4,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.1-8.1,3.3-0,,,,,,
,,,,,,,,,,
Name,OK AristoRod 55,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.12,1.38,0.71,0.53,0.58,0.2,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,40-170,16-22,2-10.8,0.4-2.6,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.5-12.0,3.3-11.6,,,,,,
,,,,,,,,,,
Name,OK AristoRod 69,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.089,1.54,0.53,1.23,0.26,0.24,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,80-280,18-28,2.7-14.7,1-5.4,,,,,,
0.9,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.1-8.1,3.3-0,,,,,,
,,,,,,,,,,
Name,OK AristoRod 79,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.09,1.82,0.89,2.03,0.25,0.64,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK AristoRod 89,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.081,1.75,0.8,2.22,0.41,0.533,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,40-170,16-22,2-10.8,0.4-2.6,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 13.17,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.1,0.5,0.5,0.05,2.4,1,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 13.23,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.07,1.11,0.57,0.9,0.07,0.29,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,40-170,16-22,2-10.8,0.4-2.6,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 13.25,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Ti,,,
wt%,0.08,1.73,0.65,0.94,0.09,0.33,0.1,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 13.28,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,,,,,
wt%,0.08,1.04,0.53,2.36,0.03,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,40-170,16-22,2-10.8,0.4-2.6,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 13.29,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.089,1.54,0.53,1.23,0.26,0.24,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,40-170,16-22,2-10.8,0.4-2.6,,,,,,
1,80-280,18-28,2.7-14.7,1-5.4,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
1.6,225-480,26-38,3.1-8.1,3.3-0,,,,,,
,,,,,,,,,,
Name,OK Autrod 13.37,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.06,0.52,0.45,0.23,8.66,1,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.9,70-250,18-26,3.0-12,0.9-3.6,,,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,Pipeweld 100S,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Ti,,,
wt%,0.08,1.73,0.65,0.94,0.09,0.33,0.1,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,120-350,20-33,2.7-12.4,1.5-6.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 1070,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,V,Al,Cu,Fe,,,,
wt%,0.01,0.02,0.01,99.8,0.01,0.13,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
2,190-350,25-30,,,,,,,,
2.4,280-400,26-31,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 1100,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Cu,Be,Si+Fe,Zn,,,,,,
wt%,0.07,0.0001,0.55,0.01,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,140-260,20-29,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 1450,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Al,Cu,Fe,Ti,Zn,,,
wt%,0.02,0.02,99.8,0.01,0.16,0.12,0.01,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
2.4,280-400,26-31,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 18.22,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Al,Cu,Mg,Ti,Zr,,,
wt%,0.8,0.06,92.93,0.03,5.8,0.03,0.1,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,140-260,20-29,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 4008,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,Mn,Si,Al,Cu,Fe,Mg,Ti,Zn,,
wt%,0.01,7,Rem,0.02,0.06,0.4,0.1,0.01,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,90-210,15-26,,,,,,,,
2,90-210,15-26,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 4043,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Al,Cu,Fe,Ti,Zn,,,
wt%,0.01,5,Rem,0.02,0.14,0.01,0.01,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-170,13-24,,,,,,,,
0.9,60-170,13-24,,,,,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
2,280-400,26-31,,,,,,,,
2.4,280-400,26-31,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 4047,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Al,Cu,Fe,Zn,,,,
wt%,0.01,11.5,Rem,0.01,0.18,0.01,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-170,13-24,,,,,,,,
0.9,60-170,13-24,,,,,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 5087,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cr,Al,Cu,Fe,Mg,Ti,Zn,Zr
wt%,0.8,0.04,0.08,Rem,0.01,0.12,4.7,0.08,0.01,0.11
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 5183,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cr,Al,Cu,Fe,Mg,Ti,Zn,
wt%,0.65,0.04,0.08,94.2,0.01,0.13,4.9,0.1,0.01,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-170,13-24,,,,,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
2.4,280-400,26-31,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 5356,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cr,Al,Cu,Fe,Mg,Zn,,
wt%,0.13,0.05,0.12,94.56,0.01,0.13,4.9,0.01,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-170,13-24,,,,,,,,
0.9,60-170,13-24,,,,,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
2.4,280-400,26-31,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 5554,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cr,Al,Cu,Fe,Mg,Ti,Zn,
wt%,0.7,0.1,0.1,96,0.01,0.1,2.7,0.15,0.01,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 5556,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cr,Al,Cu,Fe,Mg,Ti,Zn,
wt%,0.7,0.05,0.1,Rem,0.01,0.12,5.2,0.08,0.005,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
2.4,280-400,26-31,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 5556A,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cr,Cu,Fe,Mg,Ti,,,
wt%,0.68,0.05,0.1,0.01,0.12,5.2,0.08,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
2.4,280-400,26-31,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 5754,,,,,,,,,
Material,ALUMINUM,Process type,GMAW,,,,,,,
Elements,Mn,Si,Cr,Al,Cu,Fe,Mg,Ti,Zn,
wt%,0.26,0.03,0.15,96.19,0.01,0.09,3.1,0.13,0.01,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-170,13-24,,,,,,,,
0.9,60-170,13-24,,,,,,,,
1,90-210,15-26,,,,,,,,
1.2,140-260,20-29,,,,,,,,
1.6,190-350,25-30,,,,,,,,
,,,,,,,,,,
Name,OK Autrod 16.95,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,,,
wt%,0.08,7,0.9,8.1,18.7,0.2,0.1,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
0.9,65-220,15-28,3.5-18.0,1.1-5.4,,,,,,
1,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
1.6,230-375,23-31,5.5-9.0,5.2-8.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 308L,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,N,FN-WRC-92,
wt%,0.02,1.9,0.4,9.8,19.8,0.2,0.15,0.05,9,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,0.9-4.1,,,,,,
0.9,55-160,15-24,4.0-17.0,0.9-4.1,,,,,,
1,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.14,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.2,100-300,14-28.5,3.0-14.0,1.6-7.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 308LSi,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Ferrite-FN,,
wt%,0.01,1.8,0.9,10.5,19.9,0.15,0.1,9,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
0.9,65-220,15-28,3.5-18.0,1.1-5.4,,,,,,
1,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
1.6,230-375,23-29,5.5-9.0,5.2-8.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 308H,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,,,
wt%,0.05,1.9,0.5,9.2,19.8,0.15,0.1,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.40-11.00,0.8-2.7,,,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 309L,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,FN-WRC-92,,
wt%,0.02,1.8,0.4,13.4,23.2,0.1,0.05,10,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
0.9,65-220,15-28,3.5-18.0,1.1-5.4,,,,,,
1,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 309LSi,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Ferrite-FN,,
wt%,0.02,1.7,0.9,13.5,23.4,0.15,0.12,9,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
0.9,65-220,15-28,3.5-18.0,1.1-5.4,,,,,,
1,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
1.6,230-375,23-31,5.5-9.0,5.2-8.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 309Si,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Ferrite-FN,,
wt%,0.08,1.8,0.9,12.7,23.3,0.2,0.15,5,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.4-11,0.8-2.7,,,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
1.6,230-350,24-28,3.2-5.5,3-5.2,,,,,,
,,,,,,,,,,
Name,OK Autrod 309MoL,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.01,1.5,0.4,14.6,21.4,2.5,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.4-11,0.8-2.7,,,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 310,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,,,
wt%,0.1,1.6,0.4,20.7,25.8,0.1,0.05,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.4-11,0.8-2.7,,,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
1.6,230-350,24-28,3.2-5.5,3-5.2,,,,,,
,,,,,,,,,,
Name,OK Autrod 312,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,,,
wt%,0.1,1.6,0.4,8.8,30.7,0.2,0.14,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,50-140,16-22,3.4-11,0.8-2.7,,,,,,
1,80-190,16-24,2.9-8.4,1.1-3.1,,,,,,
1.2,180-280,20-28,4.9-8.5,2.6-4.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 316L,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,N,FN-WRC-92,
wt%,0.01,1.7,0.4,12,18.2,2.6,0.1,0.04,7,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
0.9,55-160,15-24,4.0-17.0,1.0-4.1,,,,,,
1,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.14,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
,,,,,,,,,,
Name,OK Autrod 316LSi,,,,,,,,,
Material,STAINLESS STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,Ferrite-FN,,
wt%,0.01,1.8,0.9,12.2,18.4,2.6,0.12,7,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,55-160,24,4.0-17.0,1.0-4.1,,,,,,
0.9,65-220,15-28,3.5-18.0,1.1-5.4,,,,,,
1,80-240,15-28,4.0-16.0,1.5-6.0,,,,,,
1.2,100-300,15-29,3.0-14.0,1.6-7.5,,,,,,
1.6,230-375,23-31,5.5-9.0,5.2-8.6,,,,,,
,,,,,,,,,,
Name,OK Autrod 16.38,,,,,,,,,
Material,STAINLESS STEEL,Process type,SAW,,,,,,,
